loan_id,update_month,reported_balance,reported_status,reported_interest_rate,update_source,update_timestamp
LN106260,2023-09,225587.6,CURRENT,4.5,MONTHLY_TAPE,2023-06-12
LN104890,2025-05,231717.76,CURRENT,6.785,SERVICER_PORTAL,2025-05-23
LN104277,2024-07,218007.86,CURRENT,6.347,MANUAL_ENTRY,2024-03-17
LN103982,2024-05,357139.79,CURRENT,6.269,SERVICER_PORTAL,2024-04-27
LN103048,2022-10,220953.57,CURRENT,4.974,SERVICER_PORTAL,2022-09-12
LN106251,2022-07,406954.28,CURRENT,4.642,MONTHLY_TAPE,2022-07-25
LN107847,2024-09,112239.79,CURRENT,7.454,SERVICER_PORTAL,2024-06-19
LN107128,2024-06,450760.86,CURRENT,4.852,SERVICER_PORTAL,2024-06-14
LN101653,2024-02,149797.19,CURRENT,6.637,SERVICER_PORTAL,2023-10-09
LN101357,2025-11,326799.75,CURRENT,4.108,MONTHLY_TAPE,2025-07-27
LN108093,2025-08,178125.22,CURRENT,4.468,SERVICER_PORTAL,2025-07-25
LN107577,2025-03,173385.27,CURRENT,4.487,MONTHLY_TAPE,2025-01-21
LN103527,2022-05,315716.62,CURRENT,3.669,MONTHLY_TAPE,2022-05-19
LN108301,2024-09,173460.01,CURRENT,4.538,SERVICER_PORTAL,2024-08-11
LN100301,2024-05,390781.86,CURRENT,7.004,SERVICER_PORTAL,2024-02-19
LN104200,2024-03,137913.15,CURRENT,6.329,SERVICER_PORTAL,2024-03-26
LN100513,2024-06,242692.48,CURRENT,6.186,SERVICER_PORTAL,2024-06-09
LN108994,2022-02,631436.22,CURRENT,3.893,SERVICER_PORTAL,2022-01-07
LN103576,2025-06,336303.6,CURRENT,7.319,SERVICER_PORTAL,2025-05-09
LN104477,2025-11,341301.25,DPD60,4.965,MANUAL_ENTRY,2025-07-07
LN107514,2023-07,268358.57,DPD30,4.954,MONTHLY_TAPE,2023-04-01
LN105444,2023-06,101965.76,CURRENT,4.716,SERVICER_PORTAL,2023-03-26
LN103512,2023-04,201637.09,CURRENT,4.43,SERVICER_PORTAL,2023-03-22
LN107990,2023-09,373273.13,CURRENT,5.443,MONTHLY_TAPE,2023-07-26
LN104179,2024-08,177166.12,DEFAULT,5.834,MONTHLY_TAPE,2024-06-19
LN102644,2024-05,308198.08,CURRENT,5.313,MANUAL_ENTRY,2024-02-15
LN108233,2024-05,227964.76,CURRENT,5.862,SERVICER_PORTAL,2024-01-17
LN101887,2023-11,209241.9,DPD60,6.302,MONTHLY_TAPE,2023-10-22
LN107474,2023-07,371176.74,CURRENT,6.335,MONTHLY_TAPE,2023-07-10
LN101240,2023-05,408622.41,CURRENT,5.592,MONTHLY_TAPE,2023-01-03
LN101805,2024-05,274620.38,CURRENT,4.786,MONTHLY_TAPE,2024-01-07
LN107301,2023-03,111715.95,CURRENT,4.933,SERVICER_PORTAL,2023-02-15
LN105193,2023-01,306548.02,CURRENT,4.78,SERVICER_PORTAL,2023-01-07
LN106697,2025-10,297765.38,CURRENT,7.278,MANUAL_ENTRY,2025-09-27
LN101955,2024-08,472820.69,CURRENT,5.277,SERVICER_PORTAL,2024-07-09
LN103148,2025-03,267277.93,CURRENT,7.489,MONTHLY_TAPE,2025-01-10
LN106280,2021-11,163610.95,CURRENT,4.098,SERVICER_PORTAL,2021-08-13
LN103823,2025-02,379224.17,CURRENT,3.872,MONTHLY_TAPE,2024-12-22
LN101488,2023-08,424398.7,CURRENT,3.854,MANUAL_ENTRY,2023-08-12
LN101682,2022-08,272377.24,CURRENT,4.18,MANUAL_ENTRY,2022-06-03
LN102665,2023-10,142222.37,CURRENT,5.775,MONTHLY_TAPE,2023-08-20
LN100154,2024-05,511508.7,CURRENT,6.008,MONTHLY_TAPE,2024-03-07
LN103183,2025-03,183316.74,CURRENT,3.594,SERVICER_PORTAL,2025-01-10
LN101469,2023-06,323641.02,DPD60,3.475,MONTHLY_TAPE,2023-03-14
LN107604,2024-03,326774.06,DPD30,4.036,MONTHLY_TAPE,2023-12-02
LN100490,2025-04,472755.27,CURRENT,7.394,SERVICER_PORTAL,2025-01-11
LN100424,2025-01,228839.79,CURRENT,6.025,SERVICER_PORTAL,2024-11-12
LN100096,2022-07,177374.19,CURRENT,4.954,SERVICER_PORTAL,2022-05-27
LN107122,2025-09,259613.92,CURRENT,6.043,MONTHLY_TAPE,2025-05-23
LN104020,2022-11,234151.13,DPD30,4.441,MONTHLY_TAPE,2022-08-11
LN102608,2025-10,174517.25,CURRENT,6.257,MONTHLY_TAPE,2025-08-20
LN100286,2023-12,180279.1,DPD30,3.613,MANUAL_ENTRY,2023-09-10
LN101025,2025-07,273410.15,CURRENT,3.55,MONTHLY_TAPE,2025-05-01
LN103582,2024-12,605657.23,CURRENT,5.941,SERVICER_PORTAL,2024-09-18
LN102775,2022-07,189231.76,DPD30,4.941,MANUAL_ENTRY,2022-05-27
LN104755,2024-12,177739.31,CURRENT,6.87,SERVICER_PORTAL,2024-08-24
LN105386,2023-06,394640.95,CURRENT,4.101,SERVICER_PORTAL,2023-02-15
LN104027,2023-07,257710.05,DPD30,5.979,MONTHLY_TAPE,2023-04-24
LN105681,2024-10,317033.33,CURRENT,6.754,MONTHLY_TAPE,2024-06-20
LN108707,2021-09,293285.39,CURRENT,3.378,SERVICER_PORTAL,2021-08-18
LN104530,2024-11,495094.68,CURRENT,4.039,MONTHLY_TAPE,2024-11-06
LN101130,2025-07,205666.82,CURRENT,5.813,MANUAL_ENTRY,2025-07-21
LN105636,2025-07,548460.11,CURRENT,4.314,MANUAL_ENTRY,2025-04-02
LN102504,2024-04,170007.53,DPD30,3.302,MONTHLY_TAPE,2024-03-03
LN102699,2024-02,92549.38,DPD60,3.73,SERVICER_PORTAL,2024-01-23
LN100593,2025-01,417368.41,CURRENT,7.03,SERVICER_PORTAL,2024-11-13
LN102240,2024-08,612620.17,DPD60,4.155,MONTHLY_TAPE,2024-08-10
LN106224,2023-03,202012.71,CURRENT,5.108,SERVICER_PORTAL,2022-12-04
LN100421,2025-10,409240.61,CURRENT,6.743,MANUAL_ENTRY,2025-08-17
LN105224,2024-12,249712.67,DPD60,5.888,SERVICER_PORTAL,2024-09-19
LN100834,2025-12,280102.1,CURRENT,7.129,SERVICER_PORTAL,2025-12-14
LN105850,2023-09,161221.05,DPD30,4.447,MANUAL_ENTRY,2023-08-07
LN100448,2024-01,285192.25,DEFAULT,5.171,MANUAL_ENTRY,2024-01-26
LN105712,2024-05,305431.86,CURRENT,6.503,SERVICER_PORTAL,2024-04-24
LN100076,2022-12,356576.47,CURRENT,4.372,MONTHLY_TAPE,2022-12-16
LN100232,2022-12,108803.23,CURRENT,3.833,MONTHLY_TAPE,2022-08-01
LN106576,2022-07,278769.43,CURRENT,5.081,SERVICER_PORTAL,2022-03-02
LN100681,2023-09,389158.17,DPD30,4.194,MONTHLY_TAPE,2023-09-10
LN103865,2025-07,196695.4,CURRENT,6.235,SERVICER_PORTAL,2025-05-15
LN108404,2024-10,616980.56,CURRENT,6.876,MONTHLY_TAPE,2024-09-22
LN102383,2024-05,277644.13,CURRENT,4.835,SERVICER_PORTAL,2024-03-12
LN105299,2025-07,257245.32,CURRENT,6.463,MONTHLY_TAPE,2025-07-26
LN106602,2025-04,669747.22,CURRENT,5.432,MANUAL_ENTRY,2025-03-24
LN104097,2022-10,233343.09,CURRENT,4.17,SERVICER_PORTAL,2022-06-21
LN102958,2023-11,314742.71,CURRENT,6.701,MONTHLY_TAPE,2023-08-18
LN100818,2025-06,238649.69,CURRENT,6.529,MONTHLY_TAPE,2025-06-05
LN103006,2025-09,112714.12,CURRENT,5.892,MANUAL_ENTRY,2025-06-06
LN104671,2025-03,432326.29,CURRENT,6.346,MONTHLY_TAPE,2025-03-14
LN104412,2023-10,290916.55,CURRENT,4.896,SERVICER_PORTAL,2023-10-08
LN103772,2024-06,312257.19,CURRENT,5.976,SERVICER_PORTAL,2024-05-24
LN107483,2022-03,153325.42,CURRENT,4.624,SERVICER_PORTAL,2022-03-02
LN102991,2024-09,375511.65,CURRENT,5.965,SERVICER_PORTAL,2024-08-12
LN101064,2024-05,234174.13,CURRENT,5.954,SERVICER_PORTAL,2024-05-04
LN100558,2025-03,409241.03,CURRENT,6.529,SERVICER_PORTAL,2024-11-13
LN108037,2021-10,565420.99,CURRENT,4.526,MONTHLY_TAPE,2021-08-02
LN100341,2024-01,448265.34,CURRENT,4.871,SERVICER_PORTAL,2023-10-02
LN106717,2024-06,275279.13,DPD60,7.301,SERVICER_PORTAL,2024-03-22
LN107619,2025-12,163440.71,DPD30,7.129,MANUAL_ENTRY,2025-10-20
LN101195,2025-03,668714.47,CURRENT,6.251,SERVICER_PORTAL,2024-11-08
LN102705,2025-11,288033.59,CURRENT,4.919,MONTHLY_TAPE,2025-07-19
LN104841,2024-03,285761.94,DPD60,4.789,MANUAL_ENTRY,2024-02-12
LN104705,2025-09,219649.76,CURRENT,4.202,SERVICER_PORTAL,2025-05-27
LN101350,2024-03,380174.74,CURRENT,2.984,SERVICER_PORTAL,2023-11-09
LN108943,2022-06,253172.12,CURRENT,4.615,SERVICER_PORTAL,2022-02-10
LN100901,2021-10,162638.73,CURRENT,4.888,MANUAL_ENTRY,2021-09-02
LN100560,2025-03,225469.84,DPD60,6.452,SERVICER_PORTAL,2024-11-22
LN103588,2024-02,295581.51,CURRENT,6.743,SERVICER_PORTAL,2023-10-20
LN101999,2025-07,144322.17,CURRENT,4.604,SERVICER_PORTAL,2025-03-14
LN106142,2024-08,397531.05,CURRENT,5.353,SERVICER_PORTAL,2024-05-09
LN108844,2025-12,336432.62,CURRENT,6.703,SERVICER_PORTAL,2025-10-09
LN103747,2024-12,257341.31,CURRENT,7.61,MONTHLY_TAPE,2024-09-12
LN102331,2025-04,361439.9,DPD60,6.513,SERVICER_PORTAL,2025-04-01
LN107606,2025-09,378780.13,DPD90,5.757,MONTHLY_TAPE,2025-05-12
LN103211,2024-01,361503.64,CURRENT,4.615,SERVICER_PORTAL,2023-12-07
LN107959,2024-06,294166.37,CURRENT,6.842,MONTHLY_TAPE,2024-02-18
LN106185,2025-07,177115.07,CURRENT,6.387,MONTHLY_TAPE,2025-04-03
LN106326,2025-02,168028.19,CURRENT,4.048,MANUAL_ENTRY,2025-02-19
LN107482,2023-06,157014.37,CURRENT,5.822,SERVICER_PORTAL,2023-02-08
LN100635,2024-02,169043.57,CURRENT,6.319,SERVICER_PORTAL,2024-01-02
LN105391,2024-01,273331.23,CURRENT,3.716,MONTHLY_TAPE,2023-09-27
LN103240,2022-07,260776.27,CURRENT,4.456,SERVICER_PORTAL,2022-05-25
LN102738,2023-07,367906.86,CURRENT,6.003,MONTHLY_TAPE,2023-07-20
LN103404,2023-04,186895.78,CURRENT,5.209,MONTHLY_TAPE,2023-04-23
LN101999,2024-09,152739.47,CURRENT,4.716,SERVICER_PORTAL,2024-06-09
LN108568,2022-03,332478.07,CURRENT,4.975,SERVICER_PORTAL,2022-01-15
LN104723,2023-02,458024.17,DPD30,3.874,SERVICER_PORTAL,2022-11-12
LN102223,2025-06,130481.06,CURRENT,5.837,MONTHLY_TAPE,2025-02-23
LN108682,2024-10,277592.06,CURRENT,4.756,SERVICER_PORTAL,2024-06-10
LN105590,2024-11,356916.98,CURRENT,3.746,SERVICER_PORTAL,2024-10-16
LN108519,2022-09,154519.65,DPD90,5.02,SERVICER_PORTAL,2022-06-25
LN103527,2025-09,297918.64,CURRENT,3.179,SERVICER_PORTAL,2025-08-08
LN106677,2025-09,217486.37,CURRENT,4.847,SERVICER_PORTAL,2025-08-26
LN102025,2024-04,191747.19,CURRENT,5.201,MANUAL_ENTRY,2024-04-21
LN101879,2024-01,256321.75,CURRENT,4.383,MONTHLY_TAPE,2023-12-12
LN107806,2024-06,260552.83,CURRENT,4.701,SERVICER_PORTAL,2024-04-25
LN102384,2024-05,127752.66,CURRENT,3.777,MONTHLY_TAPE,2024-02-24
LN106141,2021-12,270640.19,CURRENT,3.331,SERVICER_PORTAL,2021-09-03
LN105977,2024-03,131827.63,CURRENT,4.281,SERVICER_PORTAL,2024-03-27
LN103022,2024-05,159846.83,CURRENT,5.475,SERVICER_PORTAL,2024-02-11
LN102009,2024-05,235157.45,CURRENT,6.005,SERVICER_PORTAL,2024-03-17
LN103290,2023-12,398217.22,CURRENT,5.092,MANUAL_ENTRY,2023-10-12
LN101592,2023-08,197198.97,CURRENT,5.084,MONTHLY_TAPE,2023-07-03
LN103898,2022-11,399327.15,CURRENT,4.61,MONTHLY_TAPE,2022-07-20
LN104895,2023-04,385647.24,CURRENT,5.531,MONTHLY_TAPE,2023-03-13
LN103693,2024-08,281161.57,CURRENT,4.589,SERVICER_PORTAL,2024-07-20
LN102139,2023-10,96102.68,CURRENT,5.873,SERVICER_PORTAL,2023-09-06
LN104608,2025-11,230427.33,CURRENT,6.432,SERVICER_PORTAL,2025-11-16
LN103905,2025-12,129101.06,CURRENT,6.22,MONTHLY_TAPE,2025-09-21
LN105789,2025-08,217609.22,CURRENT,7.672,SERVICER_PORTAL,2025-05-10
LN104582,2023-06,283028.46,DPD60,5.255,SERVICER_PORTAL,2023-03-24
LN102589,2024-11,276249.97,CURRENT,5.58,MANUAL_ENTRY,2024-07-08
LN100586,2024-01,297563.47,DPD30,7.075,SERVICER_PORTAL,2023-09-01
LN105046,2024-03,215929.38,CURRENT,6.246,MONTHLY_TAPE,2024-02-16
LN105543,2024-05,207797.05,CURRENT,6.813,SERVICER_PORTAL,2024-02-26
LN106918,2023-07,336606.03,CURRENT,3.991,SERVICER_PORTAL,2023-06-03
LN108310,2022-02,556230.78,CURRENT,3.864,MANUAL_ENTRY,2021-11-23
LN105379,2025-09,527888.73,CURRENT,6.112,MONTHLY_TAPE,2025-05-17
LN106190,2024-11,309058.05,CURRENT,6.341,SERVICER_PORTAL,2024-07-09
LN105045,2024-06,360866.46,CURRENT,5.481,MONTHLY_TAPE,2024-02-10
LN108971,2024-04,241579.41,CURRENT,4.01,MONTHLY_TAPE,2024-04-04
LN103376,2023-12,205931.48,CURRENT,6.179,MANUAL_ENTRY,2023-10-18
LN103091,2023-05,290810.22,CURRENT,5.1,MANUAL_ENTRY,2023-02-27
LN101098,2021-08,133666.0,CURRENT,3.586,MONTHLY_TAPE,2021-08-19
LN104924,2024-05,244808.58,CURRENT,4.979,MANUAL_ENTRY,2024-05-04
LN104647,2025-06,216365.38,CURRENT,4.391,SERVICER_PORTAL,2025-06-08
LN103496,2022-07,228727.4,CURRENT,4.506,MONTHLY_TAPE,2022-05-07
LN106254,2022-07,218350.97,CURRENT,4.485,SERVICER_PORTAL,2022-06-07
LN108474,2024-12,202258.21,CURRENT,7.498,SERVICER_PORTAL,2024-11-01
LN100964,2025-06,267202.85,CURRENT,7.48,MONTHLY_TAPE,2025-05-09
LN108257,2024-11,321667.74,CURRENT,6.995,SERVICER_PORTAL,2024-09-07
LN101697,2022-07,203532.85,CURRENT,4.867,SERVICER_PORTAL,2022-03-20
LN104376,2023-05,159480.97,CURRENT,4.764,SERVICER_PORTAL,2023-02-18
LN103090,2024-07,660341.1,CURRENT,5.671,SERVICER_PORTAL,2024-04-02
LN107434,2023-07,222408.35,CURRENT,5.192,SERVICER_PORTAL,2023-06-15
LN103375,2025-11,316475.42,CURRENT,6.436,MONTHLY_TAPE,2025-08-21
LN101390,2024-03,462199.58,CURRENT,3.913,SERVICER_PORTAL,2024-01-09
LN106050,2025-02,253741.52,CURRENT,5.036,MONTHLY_TAPE,2025-01-15
LN105799,2023-10,270067.12,CURRENT,5.202,MONTHLY_TAPE,2023-07-23
LN108368,2025-09,278366.53,DPD60,7.279,MANUAL_ENTRY,2025-07-08
LN102098,2025-03,0.0,PREPAID,7.619,SERVICER_PORTAL,2025-02-13
LN100996,2025-04,200187.61,CURRENT,5.708,MONTHLY_TAPE,2025-02-23
LN106858,2024-04,141049.82,CURRENT,5.915,SERVICER_PORTAL,2023-12-11
LN106490,2024-12,283926.87,CURRENT,6.411,SERVICER_PORTAL,2024-10-26
LN101342,2021-12,287429.52,CURRENT,4.06,MANUAL_ENTRY,2021-11-13
LN107480,2025-02,244903.28,CURRENT,6.504,SERVICER_PORTAL,2024-12-14
LN103798,2022-10,429272.83,CURRENT,5.215,MONTHLY_TAPE,2022-09-25
LN102947,2023-12,443491.81,CURRENT,6.032,SERVICER_PORTAL,2023-12-27
LN102268,2022-07,161328.32,CURRENT,3.854,SERVICER_PORTAL,2022-05-18
LN108468,2025-06,216102.49,CURRENT,7.151,SERVICER_PORTAL,2025-06-13
LN100334,2023-06,144865.09,CURRENT,5.781,MANUAL_ENTRY,2023-03-15
LN105327,2023-10,245525.8,DPD60,4.622,SERVICER_PORTAL,2023-09-10
LN105806,2025-02,165200.32,CURRENT,5.563,SERVICER_PORTAL,2024-10-25
LN108037,2025-02,536963.02,CURRENT,4.526,SERVICER_PORTAL,2024-10-04
LN105653,2025-11,267722.95,CURRENT,6.116,MONTHLY_TAPE,2025-09-17
LN106170,2023-05,252253.17,DPD60,6.821,SERVICER_PORTAL,2023-01-14
LN108605,2025-10,296486.44,CURRENT,6.098,MANUAL_ENTRY,2025-10-21
LN103087,2022-10,433087.38,CURRENT,4.019,MANUAL_ENTRY,2022-08-21
LN102006,2023-02,516249.7,DPD30,5.655,MONTHLY_TAPE,2023-01-15
LN104755,2025-01,177273.7,CURRENT,6.87,MONTHLY_TAPE,2024-11-18
LN108866,2022-05,402390.02,CURRENT,3.793,SERVICER_PORTAL,2022-04-23
LN104358,2025-11,258213.39,CURRENT,6.881,MANUAL_ENTRY,2025-10-14
LN100853,2024-06,153625.78,CURRENT,4.369,MONTHLY_TAPE,2024-02-05
LN105447,2023-08,446821.06,CURRENT,6.137,MONTHLY_TAPE,2023-04-03
LN107432,2025-11,230332.44,CURRENT,6.155,SERVICER_PORTAL,2025-08-24
LN103872,2024-08,252600.94,CURRENT,7.033,MONTHLY_TAPE,2024-04-08
LN102030,2025-11,255371.82,CURRENT,6.429,MONTHLY_TAPE,2025-07-26
LN105555,2024-02,628282.9,CURRENT,6.8,MANUAL_ENTRY,2023-12-26
LN101922,2025-08,342964.21,CURRENT,5.726,MANUAL_ENTRY,2025-07-10
LN107851,2023-09,161617.58,CURRENT,7.422,SERVICER_PORTAL,2023-08-25
LN107807,2024-11,225007.69,CURRENT,5.851,MANUAL_ENTRY,2024-11-21
LN105765,2023-08,178511.32,CURRENT,6.581,MONTHLY_TAPE,2023-06-07
LN102807,2024-07,130223.26,CURRENT,4.858,SERVICER_PORTAL,2024-07-07
LN107283,2022-02,569648.1,CURRENT,3.587,MONTHLY_TAPE,2022-01-17
LN103504,2023-06,280153.41,CURRENT,3.731,MANUAL_ENTRY,2023-05-25
LN100777,2025-08,162353.73,CURRENT,4.015,SERVICER_PORTAL,2025-08-16
LN106296,2022-10,214608.74,DPD60,5.229,MANUAL_ENTRY,2022-08-06
LN104473,2024-01,257744.17,CURRENT,5.097,MANUAL_ENTRY,2024-01-24
LN101278,2021-07,138559.67,CURRENT,3.569,SERVICER_PORTAL,2021-03-24
LN101259,2024-08,120384.18,CURRENT,7.428,MONTHLY_TAPE,2024-04-10
LN103910,2023-10,394496.26,CURRENT,4.893,SERVICER_PORTAL,2023-09-06
LN100882,2025-09,443654.26,CURRENT,5.948,SERVICER_PORTAL,2025-05-20
LN107713,2025-07,228238.16,CURRENT,6.404,MONTHLY_TAPE,2025-05-21
LN108684,2025-01,148360.13,CURRENT,6.396,SERVICER_PORTAL,2024-11-23
LN100411,2024-12,248014.39,CURRENT,4.946,SERVICER_PORTAL,2024-09-05
LN104110,2023-09,80455.23,CURRENT,4.605,SERVICER_PORTAL,2023-08-05
LN102476,2023-06,267257.32,DPD30,5.934,SERVICER_PORTAL,2023-06-21
LN105330,2025-03,399340.29,DPD30,5.935,SERVICER_PORTAL,2025-03-24
LN105063,2023-10,102058.16,CURRENT,6.175,MANUAL_ENTRY,2023-10-23
LN101226,2023-03,307446.09,CURRENT,3.913,MONTHLY_TAPE,2022-11-03
LN101086,2024-12,144125.4,CURRENT,6.735,MANUAL_ENTRY,2024-09-20
LN104644,2021-12,343651.53,CURRENT,5.016,SERVICER_PORTAL,2021-08-15
LN104539,2025-06,531550.04,CURRENT,7.481,SERVICER_PORTAL,2025-03-11
LN105210,2025-07,276800.39,CURRENT,3.778,MANUAL_ENTRY,2025-05-06
LN102162,2024-06,154069.01,CURRENT,6.359,SERVICER_PORTAL,2024-04-22
LN105157,2022-06,268202.17,CURRENT,5.128,SERVICER_PORTAL,2022-05-06
LN106143,2025-06,330276.51,CURRENT,6.086,SERVICER_PORTAL,2025-06-25
LN102291,2025-07,292422.69,CURRENT,5.178,MONTHLY_TAPE,2025-06-02
LN108520,2025-01,213172.79,CURRENT,5.901,SERVICER_PORTAL,2024-09-27
LN104011,2025-06,100120.03,CURRENT,6.478,SERVICER_PORTAL,2025-06-01
LN107688,2022-10,445455.39,CURRENT,4.491,MANUAL_ENTRY,2022-08-08
LN102958,2024-11,300159.2,CURRENT,6.701,SERVICER_PORTAL,2024-07-21
LN102877,2024-11,148769.79,CURRENT,6.212,SERVICER_PORTAL,2024-07-08
LN106970,2023-11,240196.58,DPD30,3.944,SERVICER_PORTAL,2023-09-08
LN107892,2023-09,99055.6,DPD60,4.601,SERVICER_PORTAL,2023-05-16
LN101029,2022-10,233362.62,CURRENT,5.163,SERVICER_PORTAL,2022-09-22
LN100358,2024-06,204049.49,DPD60,5.206,MONTHLY_TAPE,2024-05-07
LN107370,2025-05,178734.65,CURRENT,7.389,SERVICER_PORTAL,2025-04-21
LN101941,2023-01,135840.49,CURRENT,4.312,MONTHLY_TAPE,2022-11-04
LN107714,2024-10,205387.71,CURRENT,4.282,MONTHLY_TAPE,2024-10-25
LN101234,2024-04,159060.96,CURRENT,6.571,SERVICER_PORTAL,2024-03-14
LN107524,2024-02,244207.92,CURRENT,5.071,MANUAL_ENTRY,2023-11-20
LN102930,2024-09,350425.9,CURRENT,3.653,MONTHLY_TAPE,2024-09-03
LN105950,2024-09,-54387.27,CURRENT,5.269,MONTHLY_TAPE,2024-08-19
LN103130,2022-10,209374.65,CURRENT,5.62,MANUAL_ENTRY,2022-06-16
LN107069,2023-12,20692534.62,CURRENT,6.472,MONTHLY_TAPE,2023-09-24
LN100233,2025-05,187888.41,CURRENT,7.345,MONTHLY_TAPE,2025-03-04
LN108640,2023-07,376726.96,CURRENT,5.859,MONTHLY_TAPE,2023-06-23
LN107793,2023-07,303109.95,CURRENT,5.34,MONTHLY_TAPE,2023-04-10
LN108497,2022-11,528528.43,CURRENT,4.466,MONTHLY_TAPE,2022-09-01
LN104053,2025-12,-371646.81,CURRENT,6.094,MONTHLY_TAPE,2025-12-16
LN108421,2025-12,450734.17,DPD60,6.195,MANUAL_ENTRY,2025-10-20
LN102908,2023-01,384856.88,CURRENT,4.044,SERVICER_PORTAL,2022-10-09
LN102932,2023-06,346792.05,CURRENT,4.313,MANUAL_ENTRY,2023-06-06
LN107635,2025-02,182515.07,DPD30,4.919,SERVICER_PORTAL,2025-01-08
LN100870,2024-03,241660.63,CURRENT,5.818,SERVICER_PORTAL,2023-11-18
LN106718,2022-03,210415.53,CURRENT,4.331,SERVICER_PORTAL,2022-02-26
LN101977,2024-07,186693.94,CURRENT,5.078,MANUAL_ENTRY,2024-06-22
LN100686,2023-09,366159.37,DPD90,6.29,SERVICER_PORTAL,2023-05-03
LN108988,2024-06,477244.13,CURRENT,4.365,SERVICER_PORTAL,2024-05-24
LN102785,2025-03,227075.08,CURRENT,3.622,MONTHLY_TAPE,2025-02-13
LN108909,2024-10,255333.2,CURRENT,6.621,MONTHLY_TAPE,2024-06-12
LN105892,2025-02,168662.47,CURRENT,4.189,MONTHLY_TAPE,2024-11-10
LN107211,2022-10,417147.88,CURRENT,4.8,SERVICER_PORTAL,2022-09-27
LN103672,2024-01,344164.54,CURRENT,5.887,SERVICER_PORTAL,2023-11-07
LN106385,2023-07,206209.4,CURRENT,7.082,SERVICER_PORTAL,2023-07-04
LN102177,2023-11,196757.31,CURRENT,5.687,SERVICER_PORTAL,2023-09-16
LN100687,2025-01,120245.75,CURRENT,6.46,MONTHLY_TAPE,2024-09-03
LN107374,2023-10,165633.01,CURRENT,5.441,MANUAL_ENTRY,2023-06-09
LN100776,2023-04,227533.78,CURRENT,5.476,SERVICER_PORTAL,2023-02-27
LN102286,2025-09,185699.52,CURRENT,6.51,SERVICER_PORTAL,2025-08-10
LN107110,2023-12,265797.35,CURRENT,5.105,MONTHLY_TAPE,2023-12-05
LN101920,2025-01,319027.82,CURRENT,5.896,SERVICER_PORTAL,2024-10-12
LN100978,2023-12,310895.14,CURRENT,5.029,MONTHLY_TAPE,2023-08-12
LN102898,2025-09,136744.47,CURRENT,6.255,SERVICER_PORTAL,2025-06-06
LN106253,2025-05,580608.89,CURRENT,6.334,SERVICER_PORTAL,2025-03-20
LN100561,2022-09,363915.31,CURRENT,3.831,MONTHLY_TAPE,2022-08-12
LN101655,2023-05,470584.63,CURRENT,5.072,SERVICER_PORTAL,2023-05-14
LN107066,2025-12,526075.41,CURRENT,4.331,SERVICER_PORTAL,2025-09-26
LN101251,2025-01,234376.03,CURRENT,5.937,SERVICER_PORTAL,2025-01-25
LN101598,2025-08,318894.17,CURRENT,6.352,MANUAL_ENTRY,2025-05-18
LN107037,2024-01,154801.22,DPD30,6.817,SERVICER_PORTAL,2023-12-09
LN102608,2024-12,175644.28,CURRENT,6.257,SERVICER_PORTAL,2024-10-08
LN103472,2024-11,548685.1,CURRENT,6.599,MONTHLY_TAPE,2024-11-13
LN101192,2023-10,287606.37,CURRENT,4.895,SERVICER_PORTAL,2023-09-21
LN107967,2025-05,298459.9,CURRENT,4.906,SERVICER_PORTAL,2025-03-21
LN100975,2024-01,597450.09,CURRENT,4.871,SERVICER_PORTAL,2024-01-07
LN106016,2023-03,165794.86,DPD30,6.384,MONTHLY_TAPE,2023-01-09
LN103038,2024-12,237771.08,CURRENT,5.241,MONTHLY_TAPE,2024-11-07
LN101461,2023-04,353738.94,CURRENT,5.084,SERVICER_PORTAL,2023-03-10
LN104197,2022-07,572665.75,CURRENT,4.3,MANUAL_ENTRY,2022-07-12
LN105417,2025-02,168916.65,CURRENT,4.597,MANUAL_ENTRY,2024-11-18
LN106782,2025-11,152588.5,DPD30,6.224,SERVICER_PORTAL,2025-09-25
LN107067,2023-08,312238.11,CURRENT,4.288,MONTHLY_TAPE,2023-08-23
LN106306,2025-03,638327.9,CURRENT,6.966,MONTHLY_TAPE,2024-11-15
LN108876,2025-06,287197.18,CURRENT,5.369,SERVICER_PORTAL,2025-03-13
LN106666,2023-03,117147.2,DPD30,5.007,MANUAL_ENTRY,2023-01-10
LN105139,2025-09,233107.06,CURRENT,6.733,SERVICER_PORTAL,2025-09-19
LN100960,2024-06,346026.17,CURRENT,3.819,SERVICER_PORTAL,2024-06-16
LN104662,2024-05,111707.63,CURRENT,3.978,SERVICER_PORTAL,2024-04-27
LN102349,2024-07,276135.85,CURRENT,5.859,MANUAL_ENTRY,2024-07-03
LN108497,2023-09,481398.1,CURRENT,4.794,MANUAL_ENTRY,2023-07-27
LN104115,2023-10,163858.11,CURRENT,5.447,MONTHLY_TAPE,2023-10-22
LN104953,2023-10,151135.22,CURRENT,3.709,SERVICER_PORTAL,2023-09-24
LN102670,2025-06,262652.32,CURRENT,6.658,SERVICER_PORTAL,2025-02-27
LN100632,2025-04,309275.44,CURRENT,6.266,SERVICER_PORTAL,2025-02-18
LN103730,2024-02,238828.7,CURRENT,6.804,SERVICER_PORTAL,2024-01-02
LN105071,2023-07,168513.67,DPD30,6.414,SERVICER_PORTAL,2023-06-20
LN101034,2024-11,119419.88,CURRENT,3.348,SERVICER_PORTAL,2024-09-09
