loan_id,origination_month,original_balance,interest_rate,original_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN107851,2023-06,158700.0,6.597,360,680-739,60-75,20-35,WA,REFINANCE,OWNER,SFR,CasaMortgage,2023
LN107852,2022-05,183200.0,4.703,360,680-739,85-95,35-43,CA,REFINANCE,OWNER,TOWNHOUSE,BetaLoan,2022
LN107853,2023-05,514000.0,5.813,360,740-779,85-95,35-43,FL,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2023
LN107854,2024-02,350900.0,6.862,360,620-679,85-95,35-43,NC,PURCHASE,OWNER,SFR,BetaLoan,2024
LN107855,2024-05,218300.0,6.413,360,680-739,60-75,<=20,IL,REFINANCE,OWNER,CONDO,AlphaServ,2024
LN107856,2021-11,315500.0,3.843,360,780+,75-85,20-35,TX,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2021
LN107857,2021-12,102000.0,4.909,360,620-679,85-95,35-43,FL,PURCHASE,OWNER,CONDO,AlphaServ,2021
LN107858,2021-10,198000.0,3.573,240,780+,60-75,20-35,NC,PURCHASE,OWNER,MULTI_2_4,DeltaHome,2021
LN107859,2024-09,305700.0,6.164,360,780+,<=60,20-35,MI,CASHOUT_REFI,OWNER,MULTI_2_4,DeltaHome,2024
LN107860,2023-10,275000.0,7.585,360,<620,75-85,>43,GA,REFINANCE,OWNER,SFR,DeltaHome,2023
LN107861,2023-05,200200.0,6.268,360,680-739,75-85,35-43,AZ,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN107862,2024-04,250900.0,7.006,360,620-679,60-75,>43,IL,PURCHASE,OWNER,MULTI_2_4,CasaMortgage,2024
LN107863,2023-07,297200.0,5.944,360,740-779,60-75,20-35,PA,PURCHASE,OWNER,TOWNHOUSE,CasaMortgage,2023
LN107864,2022-04,254200.0,4.265,360,780+,75-85,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN107865,2023-04,376000.0,5.602,360,780+,75-85,<=20,WA,PURCHASE,INVESTOR,SFR,AlphaServ,2023
LN107866,2023-12,294600.0,6.162,360,780+,75-85,35-43,AZ,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN107867,2021-08,321300.0,4.402,360,620-679,>95,35-43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2021
LN107868,2023-08,551900.0,6.474,360,680-739,<=60,20-35,AZ,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN107869,2023-03,370400.0,6.647,360,620-679,85-95,20-35,PA,PURCHASE,OWNER,CONDO,CasaMortgage,2023
LN107870,2021-09,558700.0,3.72,360,780+,60-75,35-43,CA,PURCHASE,OWNER,SFR,BetaLoan,2021
LN107871,2022-06,188600.0,5.178,240,620-679,85-95,20-35,AZ,PURCHASE,OWNER,SFR,BetaLoan,2022
LN107872,2023-01,124700.0,6.034,360,620-679,85-95,<=20,TX,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN107873,2022-09,239600.0,6.213,360,<620,75-85,>43,PA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN107874,2022-07,230600.0,5.673,360,620-679,75-85,20-35,OH,CASHOUT_REFI,SECOND_HOME,SFR,BetaLoan,2022
LN107875,2023-10,492200.0,7.04,360,620-679,85-95,35-43,FL,CASHOUT_REFI,INVESTOR,CONDO,EagleTrust,2023
LN107876,2022-11,153500.0,6.832,360,<620,85-95,>43,FL,PURCHASE,INVESTOR,MULTI_2_4,CasaMortgage,2022
LN107877,2023-03,246300.0,6.044,360,780+,<=60,35-43,TX,PURCHASE,OWNER,TOWNHOUSE,CasaMortgage,2023
LN107878,2024-04,306300.0,6.285,360,740-779,60-75,20-35,NC,PURCHASE,OWNER,SFR,AlphaServ,2024
LN107879,2021-10,267000.0,4.694,180,620-679,85-95,35-43,NC,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN107880,2022-10,236300.0,5.139,360,740-779,75-85,35-43,NY,PURCHASE,OWNER,SFR,BetaLoan,2022
LN107881,2021-10,299900.0,4.081,180,680-739,<=60,>43,NY,PURCHASE,OWNER,SFR,EagleTrust,2021
LN107882,2024-09,414800.0,6.347,360,740-779,>95,<=20,TX,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN107883,2022-02,509400.0,4.5,240,680-739,>95,35-43,NY,CASHOUT_REFI,OWNER,SFR,DeltaHome,2022
LN107884,2024-05,259000.0,6.596,360,680-739,75-85,35-43,GA,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN107885,2022-03,176800.0,4.485,360,680-739,75-85,20-35,GA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN107886,2022-08,509200.0,5.585,180,620-679,60-75,35-43,CA,PURCHASE,OWNER,CONDO,CasaMortgage,2022
LN107887,2023-08,157200.0,6.05,360,740-779,75-85,20-35,NC,PURCHASE,OWNER,SFR,EagleTrust,2023
LN107888,2024-05,571400.0,6.28,360,740-779,>95,<=20,WA,PURCHASE,OWNER,SFR,BetaLoan,2024
LN107889,2022-02,467400.0,3.955,240,740-779,60-75,<=20,PA,PURCHASE,OWNER,CONDO,AlphaServ,2022
LN107890,2022-03,498900.0,4.402,360,680-739,60-75,20-35,CA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2022
LN107891,2024-08,347500.0,6.487,360,680-739,85-95,<=20,PA,REFINANCE,OWNER,SFR,DeltaHome,2024
LN107892,2022-08,98700.0,4.896,360,740-779,75-85,20-35,CA,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107893,2022-03,159900.0,5.463,360,<620,>95,20-35,CA,REFINANCE,OWNER,TOWNHOUSE,EagleTrust,2022
LN107894,2024-02,293100.0,7.381,360,<620,60-75,<=20,TX,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2024
LN107895,2021-10,188300.0,4.089,180,680-739,<=60,20-35,IL,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN107896,2024-07,221500.0,7.032,360,620-679,>95,35-43,PA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2024
LN107897,2024-07,336300.0,6.909,360,620-679,60-75,20-35,PA,PURCHASE,OWNER,CONDO,BetaLoan,2024
LN107898,2024-06,236500.0,7.33,360,<620,85-95,35-43,FL,PURCHASE,OWNER,SFR,AlphaServ,2024
LN107899,2022-07,147500.0,4.846,360,740-779,<=60,35-43,IL,CASHOUT_REFI,OWNER,CONDO,CasaMortgage,2022
LN107900,2021-11,380200.0,3.689,360,740-779,85-95,35-43,TX,PURCHASE,INVESTOR,SFR,AlphaServ,2021
LN107901,2022-12,321800.0,5.22,240,740-779,60-75,35-43,WA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN107902,2022-09,228200.0,5.202,360,740-779,85-95,35-43,TX,PURCHASE,OWNER,SFR,BetaLoan,2022
LN107903,2024-11,351500.0,6.315,360,680-739,>95,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2024
LN107904,2023-09,266400.0,6.23,360,780+,<=60,20-35,WA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2023
LN107905,2024-10,464700.0,6.039,240,740-779,60-75,<=20,TX,PURCHASE,OWNER,MULTI_2_4,EagleTrust,2024
LN107906,2024-02,273200.0,6.414,180,680-739,85-95,>43,TX,PURCHASE,OWNER,CONDO,EagleTrust,2024
LN107907,2024-01,463100.0,6.784,360,620-679,>95,35-43,WA,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN107908,2021-11,109800.0,3.698,360,740-779,60-75,35-43,CA,CASHOUT_REFI,INVESTOR,SFR,AlphaServ,2021
LN107909,2021-09,313800.0,4.085,360,740-779,>95,35-43,CA,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2021
LN107910,2021-08,213400.0,4.01,360,740-779,85-95,20-35,NY,PURCHASE,OWNER,MULTI_2_4,EagleTrust,2021
LN107911,2023-07,173400.0,5.812,360,740-779,85-95,<=20,FL,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN107912,2022-03,429900.0,4.332,180,780+,75-85,20-35,AZ,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN107913,2024-12,380800.0,5.775,360,780+,75-85,20-35,NC,CASHOUT_REFI,OWNER,TOWNHOUSE,AlphaServ,2024
LN107914,2021-12,103500.0,4.531,360,740-779,85-95,35-43,OH,REFINANCE,OWNER,SFR,EagleTrust,2021
LN107915,2024-10,352200.0,6.022,360,780+,85-95,35-43,CA,REFINANCE,OWNER,TOWNHOUSE,AlphaServ,2024
LN107916,2023-11,333500.0,5.921,360,780+,60-75,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2023
LN107917,2021-11,184400.0,5.224,360,<620,75-85,20-35,AZ,PURCHASE,OWNER,TOWNHOUSE,BetaLoan,2021
LN107918,2021-09,175300.0,3.675,360,740-779,85-95,35-43,TX,REFINANCE,OWNER,SFR,BetaLoan,2021
LN107919,2022-11,124800.0,5.722,360,620-679,75-85,35-43,CA,PURCHASE,SECOND_HOME,CONDO,BetaLoan,2022
LN107920,2022-09,219300.0,5.222,360,680-739,75-85,35-43,TX,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107921,2022-08,235700.0,5.175,360,680-739,60-75,20-35,MI,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2022
LN107922,2023-05,365400.0,5.838,360,680-739,60-75,20-35,PA,REFINANCE,OWNER,SFR,AlphaServ,2023
LN107923,2021-12,288100.0,5.036,180,<620,<=60,20-35,FL,PURCHASE,INVESTOR,SFR,AlphaServ,2021
LN107924,2021-12,158400.0,5.049,360,620-679,75-85,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2021
LN107925,2023-12,284200.0,7.452,360,<620,75-85,20-35,PA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN107926,2024-12,227700.0,6.064,360,680-739,85-95,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2024
LN107927,2022-06,167600.0,4.393,180,780+,<=60,35-43,FL,PURCHASE,OWNER,MULTI_2_4,AlphaServ,2022
LN107928,2024-10,124800.0,6.112,360,780+,60-75,20-35,NY,PURCHASE,OWNER,CONDO,BetaLoan,2024
LN107929,2022-09,338100.0,5.297,360,680-739,85-95,<=20,NY,CASHOUT_REFI,INVESTOR,SFR,CasaMortgage,2022
LN107930,2022-09,312000.0,5.441,180,680-739,<=60,20-35,CA,PURCHASE,OWNER,MULTI_2_4,BetaLoan,2022
LN107931,2021-10,327900.0,3.628,360,780+,>95,20-35,PA,PURCHASE,OWNER,CONDO,BetaLoan,2021
LN107932,2022-12,183900.0,6.29,360,620-679,75-85,35-43,TX,PURCHASE,OWNER,SFR,EagleTrust,2022
LN107933,2023-03,275700.0,5.548,360,780+,>95,35-43,FL,PURCHASE,OWNER,MULTI_2_4,BetaLoan,2023
LN107934,2023-10,137500.0,6.219,360,740-779,85-95,20-35,GA,REFINANCE,OWNER,SFR,BetaLoan,2023
LN107935,2022-01,163700.0,4.433,360,680-739,>95,20-35,PA,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN107936,2022-02,259200.0,4.979,360,620-679,85-95,20-35,OH,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107937,2023-01,287200.0,6.795,360,<620,60-75,35-43,FL,REFINANCE,OWNER,MULTI_2_4,BetaLoan,2023
LN107938,2021-09,122600.0,3.999,360,680-739,85-95,35-43,CA,PURCHASE,OWNER,SFR,AlphaServ,2021
LN107939,2022-01,158600.0,4.659,360,680-739,60-75,20-35,IL,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107940,2023-09,216500.0,5.82,360,780+,75-85,35-43,OH,PURCHASE,OWNER,SFR,DeltaHome,2023
LN107941,2024-11,392900.0,6.367,360,680-739,60-75,<=20,FL,PURCHASE,INVESTOR,CONDO,AlphaServ,2024
LN107942,2023-07,177000.0,6.012,360,680-739,85-95,>43,GA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN107943,2022-01,271900.0,4.724,240,620-679,85-95,35-43,MI,PURCHASE,INVESTOR,SFR,CasaMortgage,2022
LN107944,2024-12,285100.0,6.405,360,680-739,85-95,<=20,CA,REFINANCE,OWNER,SFR,EagleTrust,2024
LN107945,2023-04,228100.0,6.556,180,620-679,60-75,35-43,PA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN107946,2024-01,288000.0,6.423,360,680-739,>95,20-35,OH,PURCHASE,OWNER,SFR,DeltaHome,2024
LN107947,2022-03,139400.0,4.545,360,740-779,85-95,>43,FL,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107948,2023-07,190000.0,5.957,360,740-779,75-85,20-35,NC,PURCHASE,OWNER,SFR,AlphaServ,2023
LN107949,2021-10,486700.0,4.074,360,680-739,<=60,35-43,NC,PURCHASE,OWNER,SFR,BetaLoan,2021
LN107950,2023-09,502400.0,6.448,360,680-739,60-75,20-35,MI,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2023
LN107951,2022-03,373000.0,4.115,360,780+,<=60,20-35,NY,CASHOUT_REFI,SECOND_HOME,SFR,BetaLoan,2022
LN107952,2024-09,418800.0,6.485,360,740-779,75-85,35-43,OH,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN107953,2021-09,112200.0,3.927,180,740-779,<=60,35-43,IL,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2021
LN107954,2023-10,166600.0,6.589,180,680-739,75-85,20-35,FL,REFINANCE,OWNER,SFR,CasaMortgage,2023
LN107955,2021-12,221900.0,3.819,360,780+,85-95,>43,CA,CASHOUT_REFI,OWNER,SFR,DeltaHome,2021
LN107956,2023-11,756900.0,6.781,360,620-679,75-85,>43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2023
LN107957,2023-03,221700.0,5.939,360,680-739,85-95,35-43,CA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN107958,2024-11,356900.0,5.824,360,740-779,60-75,<=20,GA,PURCHASE,OWNER,SFR,DeltaHome,2024
LN107959,2023-10,302600.0,6.842,180,620-679,75-85,>43,NY,REFINANCE,OWNER,SFR,BetaLoan,2023
LN107960,2022-10,299600.0,5.254,360,740-779,>95,20-35,PA,PURCHASE,OWNER,SFR,DeltaHome,2022
LN107961,2021-10,252600.0,4.133,360,680-739,60-75,20-35,IL,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2021
LN107962,2023-08,148700.0,6.893,360,620-679,75-85,>43,TX,CASHOUT_REFI,OWNER,SFR,BetaLoan,2023
LN107963,2023-01,75700.0,7.073,360,<620,>95,20-35,CA,PURCHASE,OWNER,SFR,DeltaHome,2023
LN107964,2021-09,454400.0,3.652,360,780+,75-85,20-35,NY,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN107965,2023-07,193400.0,6.166,360,740-779,85-95,35-43,OH,CASHOUT_REFI,OWNER,MULTI_2_4,AlphaServ,2023
LN107966,2022-03,110200.0,4.569,180,680-739,>95,<=20,GA,REFINANCE,OWNER,CONDO,CasaMortgage,2022
LN107967,2022-04,310900.0,4.906,360,620-679,60-75,<=20,PA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2022
LN107968,2021-07,308200.0,4.422,360,620-679,85-95,20-35,FL,PURCHASE,OWNER,SFR,EagleTrust,2021
LN107969,2022-10,360600.0,5.643,360,620-679,75-85,35-43,MI,PURCHASE,OWNER,CONDO,CasaMortgage,2022
LN107970,2022-04,421700.0,4.506,360,740-779,>95,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2022
LN107971,2021-10,168800.0,4.747,360,620-679,75-85,20-35,AZ,REFINANCE,OWNER,SFR,BetaLoan,2021
LN107972,2023-01,172200.0,6.214,180,620-679,85-95,>43,CA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN107973,2022-04,221100.0,5.871,360,<620,60-75,35-43,PA,CASHOUT_REFI,SECOND_HOME,CONDO,CasaMortgage,2022
LN107974,2021-12,369400.0,3.956,360,740-779,75-85,35-43,TX,REFINANCE,OWNER,CONDO,DeltaHome,2021
LN107975,2023-02,99100.0,5.803,360,740-779,85-95,20-35,GA,REFINANCE,OWNER,CONDO,CasaMortgage,2023
LN107976,2021-09,270400.0,3.788,360,740-779,>95,35-43,OH,PURCHASE,INVESTOR,SFR,CasaMortgage,2021
LN107977,2024-12,388300.0,6.575,360,680-739,60-75,20-35,OH,PURCHASE,OWNER,SFR,AlphaServ,2024
LN107978,2023-02,381100.0,5.195,240,780+,<=60,>43,WA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN107979,2024-12,351100.0,6.406,240,680-739,>95,20-35,OH,REFINANCE,OWNER,SFR,EagleTrust,2024
LN107980,2024-08,411800.0,6.295,360,740-779,75-85,35-43,TX,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN107981,2024-12,74100.0,6.648,240,680-739,<=60,>43,NY,REFINANCE,OWNER,SFR,DeltaHome,2024
LN107982,2023-05,527600.0,6.636,360,620-679,75-85,20-35,CA,PURCHASE,OWNER,SFR,DeltaHome,2023
LN107983,2022-12,296200.0,5.653,360,740-779,>95,20-35,FL,PURCHASE,OWNER,SFR,AlphaServ,2022
LN107984,2024-01,465400.0,6.508,360,680-739,>95,<=20,FL,PURCHASE,OWNER,SFR,DeltaHome,2024
LN107985,2021-10,150500.0,3.713,360,740-779,60-75,20-35,GA,PURCHASE,OWNER,MULTI_2_4,AlphaServ,2021
LN107986,2024-06,115900.0,7.338,360,620-679,85-95,20-35,AZ,CASHOUT_REFI,INVESTOR,SFR,DeltaHome,2024
LN107987,2022-08,570300.0,4.887,360,680-739,75-85,<=20,FL,REFINANCE,OWNER,SFR,AlphaServ,2022
LN107988,2021-07,168200.0,3.428,180,780+,75-85,<=20,PA,PURCHASE,OWNER,CONDO,DeltaHome,2021
LN107989,2022-04,221900.0,5.051,360,620-679,85-95,20-35,AZ,PURCHASE,SECOND_HOME,SFR,BetaLoan,2022
LN107990,2022-05,323600.0,5.615,180,<620,60-75,20-35,GA,PURCHASE,INVESTOR,SFR,BetaLoan,2022
LN107991,2021-07,361400.0,4.483,360,620-679,75-85,35-43,NC,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN107992,2023-11,414700.0,6.546,360,680-739,60-75,20-35,MI,PURCHASE,SECOND_HOME,CONDO,DeltaHome,2023
LN107993,2021-10,282200.0,4.075,360,780+,60-75,<=20,FL,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2021
LN107994,2024-06,158800.0,6.558,360,680-739,60-75,<=20,WA,PURCHASE,OWNER,SFR,EagleTrust,2024
LN107995,2023-02,350800.0,5.511,360,780+,>95,20-35,NY,PURCHASE,OWNER,SFR,DeltaHome,2023
LN107996,2024-01,353300.0,6.582,180,680-739,75-85,<=20,CA,PURCHASE,OWNER,TOWNHOUSE,BetaLoan,2024
LN107997,2022-09,112800.0,4.862,360,680-739,85-95,20-35,NC,PURCHASE,INVESTOR,SFR,AlphaServ,2022
LN107998,2021-12,483300.0,4.481,360,620-679,60-75,20-35,FL,PURCHASE,OWNER,SFR,AlphaServ,2021
LN107999,2022-02,83400.0,4.456,360,620-679,85-95,20-35,CA,REFINANCE,INVESTOR,SFR,CasaMortgage,2022
LN108000,2023-10,406600.0,5.996,180,740-779,75-85,20-35,TX,REFINANCE,OWNER,SFR,DeltaHome,2023
LN108001,2024-01,191900.0,7.437,180,<620,>95,35-43,FL,PURCHASE,OWNER,SFR,EagleTrust,2024
LN108002,2022-06,350600.0,5.442,360,620-679,60-75,>43,TX,CASHOUT_REFI,OWNER,SFR,BetaLoan,2022
LN108003,2022-09,321100.0,5.036,360,780+,75-85,35-43,CA,REFINANCE,OWNER,SFR,AlphaServ,2022
LN108004,2024-10,251000.0,6.995,180,680-739,60-75,20-35,TX,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2024
LN108005,2024-06,312700.0,7.512,360,<620,<=60,20-35,GA,PURCHASE,OWNER,SFR,BetaLoan,2024
LN108006,2022-12,245500.0,5.407,360,740-779,75-85,35-43,CA,CASHOUT_REFI,OWNER,MULTI_2_4,CasaMortgage,2022
LN108007,2022-05,352000.0,4.502,180,680-739,85-95,20-35,MI,PURCHASE,OWNER,TOWNHOUSE,BetaLoan,2022
LN108008,2022-07,682400.0,4.337,360,780+,60-75,<=20,PA,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN108009,2023-05,139600.0,6.067,360,740-779,85-95,35-43,NC,PURCHASE,OWNER,SFR,AlphaServ,2023
LN108010,2023-06,60800.0,7.541,360,<620,85-95,20-35,TX,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN108011,2022-02,211700.0,5.099,360,620-679,75-85,20-35,OH,REFINANCE,OWNER,SFR,AlphaServ,2022
LN108012,2021-09,205300.0,4.416,360,620-679,85-95,35-43,CA,REFINANCE,OWNER,SFR,EagleTrust,2021
LN108013,2023-03,215400.0,5.536,360,740-779,75-85,>43,WA,PURCHASE,SECOND_HOME,SFR,DeltaHome,2023
LN108014,2024-04,168200.0,6.27,360,680-739,>95,>43,CA,REFINANCE,OWNER,MULTI_2_4,DeltaHome,2024
LN108015,2022-01,378000.0,4.05,360,740-779,85-95,>43,TX,PURCHASE,OWNER,MULTI_2_4,CasaMortgage,2022
LN108016,2022-12,137100.0,6.053,360,680-739,85-95,20-35,CA,PURCHASE,OWNER,CONDO,BetaLoan,2022
LN108017,2022-01,312700.0,4.272,360,680-739,60-75,20-35,WA,PURCHASE,OWNER,SFR,AlphaServ,2022
LN108018,2022-05,340200.0,5.047,180,620-679,85-95,<=20,CA,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2022
LN108019,2023-08,294300.0,6.763,360,620-679,>95,20-35,CA,PURCHASE,OWNER,MULTI_2_4,BetaLoan,2023
LN108020,2022-07,317800.0,4.967,240,680-739,60-75,35-43,CA,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2022
LN108021,2022-06,391300.0,4.9,360,680-739,75-85,<=20,AZ,PURCHASE,OWNER,SFR,BetaLoan,2022
LN108022,2024-12,261500.0,5.535,360,780+,85-95,20-35,NY,PURCHASE,OWNER,SFR,AlphaServ,2024
LN108023,2022-02,218400.0,4.669,360,620-679,75-85,>43,WA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN108024,2022-02,317700.0,4.077,180,740-779,75-85,20-35,WA,CASHOUT_REFI,OWNER,SFR,EagleTrust,2022
LN108025,2024-10,334400.0,6.989,360,620-679,85-95,20-35,NC,REFINANCE,OWNER,SFR,BetaLoan,2024
LN108026,2023-06,380900.0,5.89,240,740-779,85-95,>43,TX,PURCHASE,OWNER,SFR,AlphaServ,2023
LN108027,2021-08,118100.0,5.025,180,<620,60-75,20-35,WA,PURCHASE,OWNER,CONDO,CasaMortgage,2021
LN108028,2022-12,235000.0,5.287,360,740-779,75-85,35-43,NY,PURCHASE,OWNER,SFR,BetaLoan,2022
LN108029,2023-06,158000.0,6.844,240,620-679,75-85,20-35,IL,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN108030,2022-05,328500.0,5.219,240,620-679,60-75,20-35,GA,PURCHASE,OWNER,SFR,DeltaHome,2022
LN108031,2023-06,354000.0,6.327,360,680-739,<=60,20-35,NC,PURCHASE,INVESTOR,SFR,AlphaServ,2023
LN108032,2023-10,225600.0,6.638,360,680-739,85-95,<=20,WA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN108033,2022-05,183800.0,4.867,360,680-739,85-95,20-35,WA,PURCHASE,INVESTOR,SFR,BetaLoan,2022
LN108034,2024-05,333900.0,6.896,360,620-679,>95,35-43,NY,REFINANCE,INVESTOR,SFR,AlphaServ,2024
LN108035,2023-02,240400.0,5.295,360,780+,>95,20-35,CA,CASHOUT_REFI,SECOND_HOME,SFR,AlphaServ,2023
LN108036,2024-11,485000.0,7.161,360,620-679,>95,20-35,AZ,PURCHASE,OWNER,SFR,BetaLoan,2024
LN108037,2021-10,566800.0,4.526,360,680-739,<=60,20-35,CA,PURCHASE,OWNER,SFR,BetaLoan,2021
LN108038,2022-08,400400.0,4.868,360,780+,75-85,35-43,OH,PURCHASE,OWNER,SFR,BetaLoan,2022
LN108039,2024-01,283400.0,6.776,360,680-739,<=60,20-35,TX,PURCHASE,OWNER,CONDO,CasaMortgage,2024
LN108040,2024-08,580400.0,6.796,180,620-679,85-95,<=20,FL,REFINANCE,OWNER,CONDO,EagleTrust,2024
LN108041,2022-04,284500.0,4.622,240,680-739,>95,>43,IL,PURCHASE,INVESTOR,SFR,EagleTrust,2022
LN108042,2024-12,205700.0,7.34,240,<620,<=60,>43,NC,REFINANCE,OWNER,MULTI_2_4,BetaLoan,2024
LN108043,2022-03,188400.0,4.487,360,680-739,75-85,20-35,WA,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2022
LN108044,2022-12,186000.0,5.56,360,680-739,75-85,20-35,AZ,PURCHASE,OWNER,SFR,BetaLoan,2022
LN108045,2022-08,254500.0,4.921,360,740-779,60-75,20-35,IL,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN108046,2022-12,314400.0,5.27,360,780+,85-95,20-35,FL,CASHOUT_REFI,OWNER,TOWNHOUSE,BetaLoan,2022
LN108047,2024-08,135000.0,6.818,360,620-679,75-85,>43,OH,REFINANCE,OWNER,SFR,AlphaServ,2024
LN108048,2024-01,208600.0,7.339,360,<620,75-85,20-35,FL,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN108049,2024-04,280900.0,6.637,180,680-739,>95,<=20,NY,CASHOUT_REFI,OWNER,SFR,EagleTrust,2024
LN108050,2022-05,341000.0,4.761,360,680-739,60-75,20-35,AZ,PURCHASE,OWNER,SFR,AlphaServ,2022
LN108051,2024-10,252300.0,6.838,360,620-679,75-85,<=20,IL,REFINANCE,OWNER,CONDO,DeltaHome,2024
LN108052,2023-01,284900.0,5.494,360,740-779,85-95,20-35,CA,REFINANCE,OWNER,SFR,AlphaServ,2023
LN108053,2023-10,146200.0,6.261,360,680-739,75-85,20-35,NC,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN108054,2023-12,169300.0,6.173,180,780+,75-85,>43,FL,PURCHASE,OWNER,SFR,BetaLoan,2023
LN108055,2023-10,248400.0,6.426,240,680-739,75-85,20-35,TX,REFINANCE,OWNER,CONDO,CasaMortgage,2023
LN108056,2023-08,321200.0,6.737,360,620-679,60-75,35-43,MI,PURCHASE,OWNER,SFR,DeltaHome,2023
LN108057,2023-03,283300.0,6.136,360,680-739,60-75,<=20,TX,REFINANCE,OWNER,TOWNHOUSE,AlphaServ,2023
LN108058,2023-10,174200.0,6.386,180,740-779,85-95,35-43,GA,PURCHASE,INVESTOR,SFR,CasaMortgage,2023
LN108059,2024-09,229500.0,6.968,360,620-679,60-75,20-35,PA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN108060,2022-11,504000.0,5.463,360,680-739,>95,20-35,FL,PURCHASE,OWNER,CONDO,EagleTrust,2022
LN108061,2023-04,326100.0,6.216,360,680-739,<=60,<=20,IL,CASHOUT_REFI,OWNER,SFR,BetaLoan,2023
LN108062,2022-02,237200.0,4.164,240,740-779,85-95,35-43,OH,CASHOUT_REFI,OWNER,SFR,AlphaServ,2022
LN108063,2022-09,160900.0,4.856,360,780+,>95,<=20,GA,CASHOUT_REFI,OWNER,MULTI_2_4,CasaMortgage,2022
LN108064,2024-03,185200.0,7.143,360,620-679,<=60,35-43,WA,REFINANCE,SECOND_HOME,SFR,CasaMortgage,2024
LN108065,2023-09,256000.0,6.829,180,620-679,75-85,20-35,AZ,REFINANCE,OWNER,SFR,BetaLoan,2023
LN108066,2022-03,289000.0,4.732,360,680-739,85-95,35-43,TX,PURCHASE,OWNER,SFR,EagleTrust,2022
LN108067,2023-05,329200.0,6.123,360,680-739,75-85,>43,OH,PURCHASE,INVESTOR,MULTI_2_4,EagleTrust,2023
