loan_id,reporting_month,corruption_type
LN101410,2024-03,DUPLICATE_RECORD
LN104377,2025-03,BALANCE_MISMATCH
LN108805,2023-03,BALANCE_MISMATCH
LN100981,2024-03,STALE_UPDATE
LN102967,2024-03,STATUS_INCONSISTENT
LN107305,2024-09,BALANCE_MISMATCH
LN108005,2024-07,DOC_GAP
LN107604,2022-06,DATE_INVALID
LN105160,2023-11,BALANCE_MISMATCH
LN108069,2022-05,BALANCE_MISMATCH
LN107078,2025-03,BALANCE_MISMATCH
LN102931,2024-08,BALANCE_MISMATCH
LN102624,2024-12,STATUS_INCONSISTENT
LN105250,2025-10,DOC_GAP
LN106327,2025-04,STATUS_INCONSISTENT
LN108213,2024-02,STALE_UPDATE
LN106152,2024-11,STALE_UPDATE
LN107692,2023-02,BALANCE_MISMATCH
LN101208,2022-08,DATE_INVALID
LN101772,2025-04,STALE_UPDATE
LN107473,2023-04,BALANCE_MISMATCH
LN104715,2023-04,DUPLICATE_RECORD
LN102177,2023-06,STALE_UPDATE
LN104797,2023-02,BALANCE_MISMATCH
LN100006,2024-06,BALANCE_MISMATCH
LN103562,2024-07,DATE_INVALID
LN108180,2023-03,DATE_INVALID
LN101145,2024-02,DUPLICATE_RECORD
LN101478,2024-04,DATE_INVALID
LN104388,2023-10,STATUS_INCONSISTENT
LN100896,2025-05,DOC_GAP
LN108577,2025-02,BALANCE_MISMATCH
LN107999,2025-09,STALE_UPDATE
LN101537,2024-01,DOC_GAP
LN104760,2025-02,BALANCE_MISMATCH
LN106543,2025-10,STALE_UPDATE
LN107957,2023-03,STALE_UPDATE
LN102886,2025-11,DOC_GAP
LN102824,2025-03,STATUS_INCONSISTENT
LN104507,2024-08,BALANCE_MISMATCH
LN104819,2025-12,BALANCE_MISMATCH
LN100669,2022-02,STALE_UPDATE
LN104131,2025-03,STATUS_INCONSISTENT
LN107799,2023-01,DOC_GAP
LN105447,2025-07,STATUS_INCONSISTENT
LN108472,2023-12,STATUS_INCONSISTENT
LN107009,2025-02,STATUS_INCONSISTENT
LN103758,2025-01,STALE_UPDATE
LN104816,2025-05,STALE_UPDATE
LN107529,2021-11,BALANCE_MISMATCH
LN103036,2025-10,BALANCE_MISMATCH
LN106310,2025-04,BALANCE_MISMATCH
LN100123,2023-04,BALANCE_MISMATCH
LN104511,2025-01,DOC_GAP
LN104941,2024-11,DUPLICATE_RECORD
LN100532,2022-10,DOC_GAP
LN105593,2025-03,DOC_GAP
LN107966,2025-08,DATE_INVALID
LN107396,2024-03,BALANCE_MISMATCH
LN108344,2023-10,BALANCE_MISMATCH
LN102842,2025-09,DATE_INVALID
LN105026,2025-11,DUPLICATE_RECORD
LN104365,2025-08,DUPLICATE_RECORD
LN106454,2023-09,DATE_INVALID
LN103434,2024-04,STATUS_INCONSISTENT
LN105392,2025-01,STALE_UPDATE
LN102560,2023-11,BALANCE_MISMATCH
LN104857,2024-11,DOC_GAP
LN108655,2024-10,STATUS_INCONSISTENT
LN107451,2025-09,STATUS_INCONSISTENT
LN100276,2023-05,DUPLICATE_RECORD
LN107806,2024-06,DATE_INVALID
LN104824,2024-06,STATUS_INCONSISTENT
LN100592,2022-09,BALANCE_MISMATCH
LN103080,2023-12,STATUS_INCONSISTENT
LN107646,2023-11,STALE_UPDATE
LN102690,2025-12,DUPLICATE_RECORD
LN108782,2022-10,STALE_UPDATE
LN103279,2024-02,DATE_INVALID
LN104123,2023-06,DUPLICATE_RECORD
LN106842,2025-02,STATUS_INCONSISTENT
LN105469,2024-05,STALE_UPDATE
LN103302,2024-09,BALANCE_MISMATCH
LN100899,2025-06,STALE_UPDATE
LN103565,2024-07,DOC_GAP
LN105085,2025-10,DATE_INVALID
LN102327,2022-05,STATUS_INCONSISTENT
LN105878,2024-05,DATE_INVALID
LN105254,2023-09,DATE_INVALID
LN104286,2025-01,DATE_INVALID
LN104894,2023-06,STALE_UPDATE
LN105380,2022-10,STATUS_INCONSISTENT
LN102044,2025-08,BALANCE_MISMATCH
LN102258,2024-08,DOC_GAP
LN100333,2024-07,DATE_INVALID
LN106993,2025-02,DUPLICATE_RECORD
LN107148,2022-08,DATE_INVALID
LN101015,2024-10,STALE_UPDATE
LN102700,2024-11,STATUS_INCONSISTENT
LN108347,2022-10,BALANCE_MISMATCH
LN106253,2023-08,BALANCE_MISMATCH
LN105382,2024-11,BALANCE_MISMATCH
LN102060,2025-07,STATUS_INCONSISTENT
LN102704,2021-12,DUPLICATE_RECORD
LN103167,2023-01,BALANCE_MISMATCH
LN106500,2022-10,BALANCE_MISMATCH
LN105438,2023-06,BALANCE_MISMATCH
LN105528,2025-01,DATE_INVALID
LN103402,2023-04,DOC_GAP
LN100306,2023-09,DATE_INVALID
LN105718,2021-12,DUPLICATE_RECORD
LN106298,2024-10,DATE_INVALID
LN105520,2025-12,STALE_UPDATE
LN108855,2022-08,STATUS_INCONSISTENT
LN101306,2022-08,STATUS_INCONSISTENT
LN105815,2022-08,STALE_UPDATE
LN106984,2025-02,STALE_UPDATE
LN107402,2021-12,DOC_GAP
LN108736,2025-05,STALE_UPDATE
LN103847,2024-06,BALANCE_MISMATCH
LN105203,2024-09,STATUS_INCONSISTENT
LN107462,2022-07,DUPLICATE_RECORD
LN101191,2025-01,DUPLICATE_RECORD
LN100571,2024-11,STATUS_INCONSISTENT
LN100093,2024-03,STATUS_INCONSISTENT
LN105234,2023-06,STATUS_INCONSISTENT
LN101932,2024-11,DUPLICATE_RECORD
LN101014,2023-12,BALANCE_MISMATCH
LN103080,2023-01,STATUS_INCONSISTENT
LN102157,2025-06,BALANCE_MISMATCH
LN105533,2025-08,DOC_GAP
LN107249,2024-02,BALANCE_MISMATCH
LN107720,2023-06,DATE_INVALID
LN101307,2023-01,DOC_GAP
LN102316,2022-12,STALE_UPDATE
LN106669,2024-01,BALANCE_MISMATCH
LN104754,2022-06,STALE_UPDATE
LN105902,2024-05,DATE_INVALID
LN107694,2024-01,DATE_INVALID
LN103818,2024-06,STATUS_INCONSISTENT
LN105344,2022-10,DUPLICATE_RECORD
LN107776,2025-01,DATE_INVALID
LN106422,2022-02,DUPLICATE_RECORD
LN101806,2021-09,DATE_INVALID
LN107100,2025-09,DOC_GAP
LN108394,2024-07,BALANCE_MISMATCH
LN106054,2024-12,BALANCE_MISMATCH
LN103583,2025-03,BALANCE_MISMATCH
LN107629,2023-06,BALANCE_MISMATCH
LN107410,2025-12,BALANCE_MISMATCH
LN105785,2025-05,BALANCE_MISMATCH
LN103252,2022-05,STATUS_INCONSISTENT
LN100486,2025-02,BALANCE_MISMATCH
LN106119,2025-11,STALE_UPDATE
LN104025,2024-03,BALANCE_MISMATCH
LN107206,2025-01,BALANCE_MISMATCH
LN108069,2022-06,BALANCE_MISMATCH
LN101320,2024-05,STATUS_INCONSISTENT
LN107305,2023-01,STATUS_INCONSISTENT
LN103258,2023-08,STALE_UPDATE
LN105110,2025-06,DATE_INVALID
LN106263,2025-12,DOC_GAP
LN104561,2022-12,BALANCE_MISMATCH
LN100695,2023-01,BALANCE_MISMATCH
LN101643,2025-08,STATUS_INCONSISTENT
LN106220,2023-07,DOC_GAP
LN103728,2025-01,BALANCE_MISMATCH
LN104530,2025-11,STALE_UPDATE
LN107580,2021-10,BALANCE_MISMATCH
LN107872,2023-09,STALE_UPDATE
LN103623,2023-05,DATE_INVALID
LN103049,2024-06,DATE_INVALID
LN100379,2023-07,BALANCE_MISMATCH
LN102013,2025-08,DUPLICATE_RECORD
LN100573,2024-02,DOC_GAP
LN103411,2025-03,DATE_INVALID
LN105259,2024-09,BALANCE_MISMATCH
LN108987,2023-09,BALANCE_MISMATCH
LN105811,2023-12,BALANCE_MISMATCH
LN108815,2025-06,BALANCE_MISMATCH
LN107719,2023-03,STATUS_INCONSISTENT
LN108712,2025-05,DOC_GAP
LN105153,2025-01,STALE_UPDATE
LN101408,2024-03,STATUS_INCONSISTENT
LN107085,2025-05,STATUS_INCONSISTENT
LN101404,2022-07,BALANCE_MISMATCH
LN107226,2022-08,STATUS_INCONSISTENT
LN102624,2025-02,DATE_INVALID
LN107265,2023-09,DATE_INVALID
LN100525,2025-02,STATUS_INCONSISTENT
LN101711,2024-10,BALANCE_MISMATCH
LN100383,2023-06,DOC_GAP
LN103676,2025-12,DUPLICATE_RECORD
LN106814,2024-04,BALANCE_MISMATCH
LN107727,2025-12,BALANCE_MISMATCH
LN105595,2023-11,BALANCE_MISMATCH
LN103334,2022-04,STATUS_INCONSISTENT
LN100511,2025-05,STATUS_INCONSISTENT
LN108361,2025-01,DUPLICATE_RECORD
LN108294,2022-08,STALE_UPDATE
LN100912,2023-06,DOC_GAP
LN104905,2024-08,STATUS_INCONSISTENT
LN104747,2024-04,STATUS_INCONSISTENT
LN100211,2024-04,STATUS_INCONSISTENT
LN107731,2025-05,DATE_INVALID
LN106737,2023-08,DOC_GAP
LN107396,2025-07,STATUS_INCONSISTENT
LN108593,2023-07,BALANCE_MISMATCH
LN107316,2024-01,STALE_UPDATE
LN107991,2022-09,STATUS_INCONSISTENT
LN101144,2023-03,BALANCE_MISMATCH
LN104219,2024-08,STALE_UPDATE
LN106417,2025-08,BALANCE_MISMATCH
LN102686,2022-07,STALE_UPDATE
LN107180,2025-08,DATE_INVALID
LN103521,2024-02,BALANCE_MISMATCH
LN102681,2022-06,DATE_INVALID
LN103497,2025-08,BALANCE_MISMATCH
LN105749,2021-11,STATUS_INCONSISTENT
LN104903,2024-04,STATUS_INCONSISTENT
LN108294,2025-07,BALANCE_MISMATCH
LN103461,2025-11,STALE_UPDATE
LN105893,2025-03,STATUS_INCONSISTENT
LN101623,2024-11,STALE_UPDATE
LN108067,2025-01,STATUS_INCONSISTENT
LN104112,2024-04,DATE_INVALID
LN108811,2025-05,BALANCE_MISMATCH
LN108416,2024-05,DATE_INVALID
LN108045,2024-08,STATUS_INCONSISTENT
LN108156,2022-04,STATUS_INCONSISTENT
LN104780,2025-02,DATE_INVALID
LN101392,2025-11,STALE_UPDATE
LN107281,2023-10,STALE_UPDATE
LN104583,2024-09,STALE_UPDATE
LN108994,2023-01,STATUS_INCONSISTENT
LN105710,2022-12,BALANCE_MISMATCH
LN100232,2024-08,DATE_INVALID
LN102180,2024-03,DOC_GAP
LN103941,2023-06,STATUS_INCONSISTENT
LN103587,2024-05,DOC_GAP
LN101438,2024-01,STATUS_INCONSISTENT
LN104175,2025-12,DOC_GAP
LN102411,2022-01,DATE_INVALID
LN105568,2024-03,BALANCE_MISMATCH
LN100233,2024-03,DATE_INVALID
LN100273,2024-11,STATUS_INCONSISTENT
LN102114,2024-05,DATE_INVALID
LN101682,2022-06,STATUS_INCONSISTENT
LN107976,2021-11,STALE_UPDATE
LN106096,2025-08,DOC_GAP
LN106784,2024-09,STALE_UPDATE
LN104471,2024-11,STALE_UPDATE
LN103571,2025-01,BALANCE_MISMATCH
LN103154,2022-08,STATUS_INCONSISTENT
LN104723,2023-05,DATE_INVALID
LN101350,2024-08,STALE_UPDATE
LN106292,2021-09,DUPLICATE_RECORD
LN108125,2022-01,BALANCE_MISMATCH
LN107737,2024-08,STALE_UPDATE
LN104114,2023-01,DOC_GAP
LN100548,2024-09,DATE_INVALID
LN104973,2025-09,STALE_UPDATE
LN104877,2024-01,DOC_GAP
LN107727,2024-03,BALANCE_MISMATCH
LN106492,2025-01,STALE_UPDATE
LN103843,2022-12,STALE_UPDATE
LN102332,2025-07,DOC_GAP
LN103104,2024-07,STATUS_INCONSISTENT
LN105537,2025-11,DOC_GAP
LN100936,2022-03,DATE_INVALID
LN101931,2024-06,BALANCE_MISMATCH
LN106224,2024-01,DUPLICATE_RECORD
LN107563,2025-08,DOC_GAP
LN106997,2025-03,STALE_UPDATE
LN105745,2025-01,STATUS_INCONSISTENT
LN102634,2022-02,BALANCE_MISMATCH
LN103691,2025-09,DUPLICATE_RECORD
LN107423,2024-12,BALANCE_MISMATCH
LN108000,2025-01,DUPLICATE_RECORD
LN100261,2025-06,STATUS_INCONSISTENT
LN101059,2022-11,STATUS_INCONSISTENT
LN103851,2025-10,DATE_INVALID
LN100406,2024-02,STATUS_INCONSISTENT
LN105264,2025-12,DUPLICATE_RECORD
LN103479,2025-03,BALANCE_MISMATCH
LN107178,2023-05,STATUS_INCONSISTENT
LN106144,2022-02,DUPLICATE_RECORD
LN101282,2025-06,BALANCE_MISMATCH
LN101174,2022-09,STALE_UPDATE
LN107038,2024-11,STATUS_INCONSISTENT
LN104132,2024-02,STALE_UPDATE
LN100788,2024-03,DATE_INVALID
LN104300,2025-12,STALE_UPDATE
LN106902,2025-03,STALE_UPDATE
LN105110,2025-04,DATE_INVALID
LN103453,2023-05,DATE_INVALID
LN106853,2022-08,BALANCE_MISMATCH
LN102255,2025-09,STALE_UPDATE
LN107576,2025-11,STALE_UPDATE
LN103282,2025-06,BALANCE_MISMATCH
LN104616,2023-09,STALE_UPDATE
LN108091,2024-07,BALANCE_MISMATCH
LN106237,2024-10,BALANCE_MISMATCH
LN101908,2023-04,DATE_INVALID
LN104526,2022-04,STALE_UPDATE
LN107680,2025-06,STALE_UPDATE
LN101120,2024-07,DOC_GAP
LN101192,2025-01,DUPLICATE_RECORD
LN105762,2025-02,BALANCE_MISMATCH
LN104246,2022-06,DOC_GAP
LN100663,2024-12,DUPLICATE_RECORD
LN106585,2024-12,STATUS_INCONSISTENT
LN103333,2024-09,DOC_GAP
LN101120,2025-09,DATE_INVALID
LN108312,2023-03,STATUS_INCONSISTENT
LN104560,2023-12,STATUS_INCONSISTENT
LN104148,2024-07,STALE_UPDATE
LN104016,2024-05,BALANCE_MISMATCH
LN101358,2023-07,STATUS_INCONSISTENT
LN104847,2025-08,DOC_GAP
LN103653,2024-09,BALANCE_MISMATCH
LN102549,2022-08,DATE_INVALID
LN106715,2023-06,STALE_UPDATE
LN100795,2024-09,STALE_UPDATE
LN103463,2022-09,BALANCE_MISMATCH
LN104186,2023-04,DUPLICATE_RECORD
LN102215,2024-09,STALE_UPDATE
LN101764,2023-08,BALANCE_MISMATCH
LN101505,2025-11,DATE_INVALID
LN107746,2024-10,DOC_GAP
LN107082,2024-10,STALE_UPDATE
LN103689,2023-01,DUPLICATE_RECORD
LN105507,2024-01,DATE_INVALID
LN106062,2024-04,STALE_UPDATE
LN107397,2022-06,STATUS_INCONSISTENT
LN104292,2024-09,STATUS_INCONSISTENT
LN102894,2024-12,STATUS_INCONSISTENT
LN103270,2023-02,DUPLICATE_RECORD
LN107102,2024-11,DUPLICATE_RECORD
LN108287,2025-03,STALE_UPDATE
LN103279,2025-09,DUPLICATE_RECORD
LN102198,2024-07,STATUS_INCONSISTENT
LN103286,2022-01,STATUS_INCONSISTENT
LN107381,2023-04,DOC_GAP
LN103086,2023-08,STATUS_INCONSISTENT
LN104353,2024-01,BALANCE_MISMATCH
LN102787,2024-03,DATE_INVALID
LN101724,2025-09,BALANCE_MISMATCH
LN107276,2022-06,BALANCE_MISMATCH
LN106769,2023-02,STATUS_INCONSISTENT
LN104459,2025-02,BALANCE_MISMATCH
LN107241,2024-05,STATUS_INCONSISTENT
LN101098,2024-07,STATUS_INCONSISTENT
LN106521,2025-12,BALANCE_MISMATCH
LN102482,2023-07,BALANCE_MISMATCH
LN105276,2024-07,DATE_INVALID
LN107709,2023-12,STALE_UPDATE
LN105657,2024-11,STATUS_INCONSISTENT
LN103152,2024-04,STATUS_INCONSISTENT
LN100858,2025-03,STALE_UPDATE
LN108418,2025-02,DUPLICATE_RECORD
LN105058,2024-03,BALANCE_MISMATCH
LN105456,2023-04,STALE_UPDATE
LN108005,2025-01,DATE_INVALID
LN103146,2024-04,BALANCE_MISMATCH
LN105474,2022-05,STALE_UPDATE
LN102361,2024-12,DOC_GAP
LN102182,2024-01,BALANCE_MISMATCH
LN104457,2022-02,STATUS_INCONSISTENT
LN106804,2023-01,BALANCE_MISMATCH
LN104407,2025-11,BALANCE_MISMATCH
LN100227,2025-05,BALANCE_MISMATCH
LN101305,2024-06,DUPLICATE_RECORD
LN104515,2024-04,STALE_UPDATE
LN105405,2023-02,DUPLICATE_RECORD
LN103660,2024-11,BALANCE_MISMATCH
LN107405,2023-09,STATUS_INCONSISTENT
LN100000,2022-07,STATUS_INCONSISTENT
LN102260,2024-01,DATE_INVALID
LN104234,2024-07,STATUS_INCONSISTENT
LN104008,2022-07,DATE_INVALID
LN103078,2022-08,DUPLICATE_RECORD
LN104012,2023-12,DOC_GAP
LN102242,2025-02,STALE_UPDATE
LN107982,2024-06,DUPLICATE_RECORD
LN107035,2023-11,DOC_GAP
LN108887,2025-02,BALANCE_MISMATCH
LN104568,2025-10,DOC_GAP
LN107011,2023-09,BALANCE_MISMATCH
LN102740,2022-02,DATE_INVALID
LN102025,2023-04,BALANCE_MISMATCH
LN108443,2024-02,BALANCE_MISMATCH
LN106339,2024-03,BALANCE_MISMATCH
LN101386,2025-07,BALANCE_MISMATCH
LN108239,2024-03,STATUS_INCONSISTENT
LN102206,2022-04,STATUS_INCONSISTENT
LN103564,2025-12,DATE_INVALID
LN103877,2024-02,BALANCE_MISMATCH
LN105384,2023-03,STATUS_INCONSISTENT
LN101893,2024-11,BALANCE_MISMATCH
LN103236,2025-11,DOC_GAP
LN101226,2023-08,DUPLICATE_RECORD
LN101214,2023-10,STALE_UPDATE
LN106113,2024-02,BALANCE_MISMATCH
LN108731,2023-07,BALANCE_MISMATCH
LN107895,2023-12,STALE_UPDATE
LN105023,2024-03,DOC_GAP
LN104091,2022-07,STATUS_INCONSISTENT
LN105162,2022-11,BALANCE_MISMATCH
LN102725,2025-07,STATUS_INCONSISTENT
LN101840,2023-06,BALANCE_MISMATCH
LN101861,2022-11,BALANCE_MISMATCH
LN107505,2024-05,STATUS_INCONSISTENT
LN101782,2024-11,DOC_GAP
LN104874,2025-10,DATE_INVALID
LN101350,2024-02,STALE_UPDATE
LN108430,2022-12,BALANCE_MISMATCH
LN107591,2025-06,DATE_INVALID
LN105968,2023-06,STATUS_INCONSISTENT
LN106349,2025-11,STALE_UPDATE
LN101120,2025-10,STATUS_INCONSISTENT
LN107574,2024-11,DUPLICATE_RECORD
LN106618,2023-01,STATUS_INCONSISTENT
LN104842,2024-12,DUPLICATE_RECORD
LN100436,2023-08,DOC_GAP
LN104587,2023-04,BALANCE_MISMATCH
LN102300,2022-07,STATUS_INCONSISTENT
LN107096,2022-01,BALANCE_MISMATCH
LN104755,2024-09,BALANCE_MISMATCH
LN105636,2024-12,STATUS_INCONSISTENT
LN103410,2021-11,DATE_INVALID
LN102467,2023-12,BALANCE_MISMATCH
LN104483,2024-01,STALE_UPDATE
LN106867,2022-09,BALANCE_MISMATCH
LN100943,2025-03,DUPLICATE_RECORD
LN100993,2025-03,DATE_INVALID
LN105021,2024-09,STALE_UPDATE
LN103251,2024-09,STALE_UPDATE
LN105041,2024-06,DOC_GAP
LN103921,2024-10,STATUS_INCONSISTENT
LN108394,2024-12,STALE_UPDATE
LN107841,2023-01,STALE_UPDATE
LN101322,2024-09,STALE_UPDATE
LN101840,2023-01,DATE_INVALID
LN107313,2023-06,STATUS_INCONSISTENT
LN104129,2023-08,BALANCE_MISMATCH
LN104910,2025-05,BALANCE_MISMATCH
LN100579,2023-11,BALANCE_MISMATCH
LN104892,2024-08,DUPLICATE_RECORD
LN101034,2022-10,STATUS_INCONSISTENT
LN107960,2025-12,DUPLICATE_RECORD
LN104161,2023-11,DUPLICATE_RECORD
LN102618,2023-12,STALE_UPDATE
LN108116,2025-04,BALANCE_MISMATCH
LN104178,2025-04,BALANCE_MISMATCH
LN101768,2023-05,DOC_GAP
LN108181,2022-09,STALE_UPDATE
LN105640,2024-12,DATE_INVALID
LN108879,2023-12,STALE_UPDATE
LN104293,2025-07,STATUS_INCONSISTENT
LN103217,2024-09,DUPLICATE_RECORD
LN107999,2024-10,BALANCE_MISMATCH
LN103104,2024-11,STALE_UPDATE
LN107639,2025-04,BALANCE_MISMATCH
LN102237,2023-03,STATUS_INCONSISTENT
LN104909,2024-06,STALE_UPDATE
LN104095,2025-04,STATUS_INCONSISTENT
LN107372,2023-12,DUPLICATE_RECORD
LN101929,2025-10,DOC_GAP
LN108394,2023-03,STATUS_INCONSISTENT
LN101019,2022-03,STALE_UPDATE
LN101705,2024-08,BALANCE_MISMATCH
LN107833,2025-09,STALE_UPDATE
LN104568,2023-04,BALANCE_MISMATCH
LN101200,2024-07,STALE_UPDATE
LN108102,2024-04,DOC_GAP
LN103306,2023-10,BALANCE_MISMATCH
LN104256,2023-11,DATE_INVALID
LN106983,2022-09,DOC_GAP
LN105476,2025-11,STATUS_INCONSISTENT
LN102892,2023-08,BALANCE_MISMATCH
LN107494,2025-02,STALE_UPDATE
LN100665,2024-03,STATUS_INCONSISTENT
LN108389,2023-04,STATUS_INCONSISTENT
LN105807,2025-12,DOC_GAP
LN102060,2025-04,BALANCE_MISMATCH
LN103137,2023-07,BALANCE_MISMATCH
LN100113,2024-02,DUPLICATE_RECORD
LN106199,2023-10,BALANCE_MISMATCH
LN101945,2022-03,STATUS_INCONSISTENT
LN101514,2024-05,STATUS_INCONSISTENT
LN107879,2022-11,STALE_UPDATE
LN105117,2024-08,DUPLICATE_RECORD
LN101213,2024-08,DOC_GAP
LN105730,2024-09,STALE_UPDATE
LN102374,2024-01,STATUS_INCONSISTENT
LN102065,2024-09,STATUS_INCONSISTENT
LN101248,2024-07,STATUS_INCONSISTENT
LN102462,2025-09,STATUS_INCONSISTENT
LN106362,2024-05,DOC_GAP
LN106487,2023-10,DATE_INVALID
LN102355,2025-12,DATE_INVALID
LN105804,2022-08,DATE_INVALID
LN105137,2024-10,STATUS_INCONSISTENT
LN104527,2023-04,STATUS_INCONSISTENT
LN106471,2022-10,DOC_GAP
LN107426,2023-07,DUPLICATE_RECORD
LN104886,2024-03,DUPLICATE_RECORD
LN108967,2025-09,STALE_UPDATE
LN101618,2023-07,STALE_UPDATE
LN102841,2024-03,STATUS_INCONSISTENT
LN105117,2024-03,STATUS_INCONSISTENT
LN107682,2025-03,STATUS_INCONSISTENT
LN105323,2024-02,BALANCE_MISMATCH
LN104251,2024-09,STATUS_INCONSISTENT
LN100781,2024-05,BALANCE_MISMATCH
LN101284,2024-08,DUPLICATE_RECORD
LN104811,2022-08,STATUS_INCONSISTENT
LN103450,2024-12,STATUS_INCONSISTENT
LN104115,2023-07,DOC_GAP
LN103470,2025-05,STATUS_INCONSISTENT
LN100720,2025-12,BALANCE_MISMATCH
LN105344,2022-12,STATUS_INCONSISTENT
LN106301,2022-11,BALANCE_MISMATCH
LN101404,2024-09,STATUS_INCONSISTENT
LN102064,2024-01,DUPLICATE_RECORD
LN100899,2025-09,STALE_UPDATE
LN106414,2022-10,BALANCE_MISMATCH
LN102379,2024-08,BALANCE_MISMATCH
LN107669,2025-10,DOC_GAP
LN105969,2022-06,DUPLICATE_RECORD
LN100286,2022-10,STALE_UPDATE
LN108443,2023-04,DOC_GAP
LN103156,2025-02,STALE_UPDATE
LN100205,2025-02,DATE_INVALID
LN108027,2023-09,BALANCE_MISMATCH
LN104115,2025-02,STALE_UPDATE
LN102327,2023-07,DOC_GAP
LN106027,2024-07,STATUS_INCONSISTENT
LN103156,2025-06,DUPLICATE_RECORD
LN108784,2023-11,STALE_UPDATE
LN104362,2023-11,BALANCE_MISMATCH
LN102774,2025-06,DATE_INVALID
LN105693,2023-05,BALANCE_MISMATCH
LN106833,2025-04,STALE_UPDATE
LN104794,2023-03,STALE_UPDATE
LN100976,2023-12,STALE_UPDATE
LN101807,2023-06,STATUS_INCONSISTENT
LN107510,2023-09,STALE_UPDATE
LN108807,2023-08,STATUS_INCONSISTENT
LN104298,2022-01,BALANCE_MISMATCH
LN105672,2025-03,STATUS_INCONSISTENT
LN106843,2024-03,DATE_INVALID
LN103556,2024-04,DOC_GAP
LN102758,2025-06,STALE_UPDATE
LN108776,2025-06,STATUS_INCONSISTENT
LN101476,2024-12,DOC_GAP
LN100029,2025-07,DATE_INVALID
LN107935,2023-08,DATE_INVALID
LN104679,2023-12,BALANCE_MISMATCH
LN100832,2024-06,STATUS_INCONSISTENT
LN105050,2025-02,DUPLICATE_RECORD
LN107929,2024-04,DATE_INVALID
LN103524,2024-06,DUPLICATE_RECORD
LN107773,2024-12,DOC_GAP
LN107623,2022-08,BALANCE_MISMATCH
LN102914,2024-02,STATUS_INCONSISTENT
LN101675,2025-03,DATE_INVALID
LN104484,2023-08,BALANCE_MISMATCH
LN108417,2023-01,DUPLICATE_RECORD
LN105761,2024-06,DOC_GAP
LN106992,2024-03,BALANCE_MISMATCH
LN107862,2024-11,STALE_UPDATE
LN102602,2024-08,DUPLICATE_RECORD
LN105392,2025-09,DATE_INVALID
LN105761,2025-01,STATUS_INCONSISTENT
LN105854,2023-09,DUPLICATE_RECORD
LN104645,2025-08,DOC_GAP
LN108583,2024-06,DOC_GAP
LN102517,2024-05,STATUS_INCONSISTENT
LN103357,2025-09,STATUS_INCONSISTENT
LN103715,2024-09,STATUS_INCONSISTENT
LN102869,2025-12,STATUS_INCONSISTENT
LN107761,2024-01,STALE_UPDATE
LN107919,2023-01,STATUS_INCONSISTENT
LN101151,2023-05,BALANCE_MISMATCH
LN103364,2024-09,STALE_UPDATE
LN102292,2025-01,DUPLICATE_RECORD
LN107991,2022-02,STALE_UPDATE
LN102393,2023-02,DOC_GAP
LN101933,2025-04,STALE_UPDATE
LN103549,2024-05,DOC_GAP
LN106890,2022-05,DUPLICATE_RECORD
LN105925,2022-10,BALANCE_MISMATCH
LN100269,2025-05,STALE_UPDATE
LN103676,2024-02,STATUS_INCONSISTENT
LN108307,2024-06,DOC_GAP
LN108992,2025-08,DATE_INVALID
LN101367,2024-03,BALANCE_MISMATCH
LN101769,2024-07,DUPLICATE_RECORD
LN107442,2025-10,BALANCE_MISMATCH
LN106812,2023-05,STATUS_INCONSISTENT
LN101742,2023-05,DATE_INVALID
LN105150,2022-11,BALANCE_MISMATCH
LN105143,2024-01,DATE_INVALID
LN106254,2024-05,DATE_INVALID
LN100504,2024-07,STATUS_INCONSISTENT
LN104630,2024-04,DOC_GAP
LN102241,2024-01,STATUS_INCONSISTENT
LN103801,2024-05,DATE_INVALID
LN102332,2025-04,STALE_UPDATE
LN106906,2023-06,DUPLICATE_RECORD
LN101940,2024-08,STATUS_INCONSISTENT
LN108981,2024-01,DUPLICATE_RECORD
LN105315,2025-10,DOC_GAP
LN106062,2024-07,STALE_UPDATE
LN103362,2023-11,STATUS_INCONSISTENT
LN107355,2025-08,STATUS_INCONSISTENT
LN103843,2024-06,STALE_UPDATE
LN104350,2024-05,STALE_UPDATE
LN108999,2024-11,BALANCE_MISMATCH
LN103368,2023-11,BALANCE_MISMATCH
LN104835,2024-04,DUPLICATE_RECORD
LN102945,2021-12,DATE_INVALID
LN101713,2024-12,DATE_INVALID
LN102409,2024-04,BALANCE_MISMATCH
LN102823,2025-02,BALANCE_MISMATCH
LN104381,2021-12,DOC_GAP
LN100965,2023-08,STATUS_INCONSISTENT
LN105219,2024-08,STATUS_INCONSISTENT
LN105528,2024-08,STALE_UPDATE
LN106719,2024-04,DUPLICATE_RECORD
LN106880,2025-11,STATUS_INCONSISTENT
LN107330,2022-10,STALE_UPDATE
LN102926,2024-09,BALANCE_MISMATCH
LN105962,2025-04,STALE_UPDATE
LN106712,2023-11,DATE_INVALID
LN106207,2024-06,STALE_UPDATE
LN104568,2024-08,STATUS_INCONSISTENT
LN104312,2025-09,STALE_UPDATE
LN104433,2023-05,BALANCE_MISMATCH
LN103858,2023-08,DATE_INVALID
LN103884,2024-11,DUPLICATE_RECORD
LN104842,2023-09,BALANCE_MISMATCH
LN103939,2023-05,DOC_GAP
LN107304,2025-10,STALE_UPDATE
LN103557,2024-09,DUPLICATE_RECORD
